Date,"AD_ACCOUNT,IMPRESSION,UNIQUE_USERS","AD_ACCOUNT,SPEND,COUNT"
2019-09-22T00:00:00,0,0.0
2019-09-23T00:00:00,0,0.0
2019-09-24T00:00:00,0,0.0
2019-09-25T00:00:00,0,0.0
2019-09-26T00:00:00,0,0.0
2019-09-27T00:00:00,0,0.0
2019-09-28T00:00:00,0,0.0
2019-09-29T00:00:00,0,0.0
2019-09-30T00:00:00,0,0.0
2019-10-01T00:00:00,0,0.0
2019-10-02T00:00:00,0,0.0
2019-10-03T00:00:00,0,0.0
2019-10-04T00:00:00,0,0.0
2019-10-05T00:00:00,0,0.0
2019-10-06T00:00:00,0,0.0
2019-10-07T00:00:00,0,0.0
2019-10-08T00:00:00,0,0.0
2019-10-09T00:00:00,0,0.0
2019-10-10T00:00:00,0,0.0
2019-10-11T00:00:00,0,0.0
2019-10-12T00:00:00,0,0.0
2019-10-13T00:00:00,0,0.0
2019-10-14T00:00:00,0,0.0
2019-10-15T00:00:00,0,0.0
2019-10-16T00:00:00,0,0.0
2019-10-17T00:00:00,0,0.0
2019-10-18T00:00:00,0,0.0
2019-10-19T00:00:00,0,0.0
2019-10-20T00:00:00,0,0.0
2019-10-21T00:00:00,0,0.0
2019-10-22T00:00:00,0,0.0
2019-10-23T00:00:00,0,0.0
2019-10-24T00:00:00,0,0.0
2019-10-25T00:00:00,0,0.0
2019-10-26T00:00:00,0,0.0
2019-10-27T00:00:00,0,0.0
2019-10-28T00:00:00,0,0.0
2019-10-29T00:00:00,0,0.0
2019-10-30T00:00:00,0,0.0
2019-10-31T00:00:00,0,0.0
2019-11-01T00:00:00,0,0.0
2019-11-02T00:00:00,0,0.0
2019-11-03T00:00:00,0,0.0
2019-11-04T00:00:00,0,0.0
2019-11-05T00:00:00,0,0.0
2019-11-06T00:00:00,0,0.0
2019-11-07T00:00:00,0,0.0
2019-11-08T00:00:00,0,0.0
2019-11-09T00:00:00,0,0.0
2019-11-10T00:00:00,0,0.0
2019-11-11T00:00:00,0,0.0
2019-11-12T00:00:00,0,0.0
2019-11-13T00:00:00,0,0.0
2019-11-14T00:00:00,0,0.0
2019-11-15T00:00:00,0,0.0
2019-11-16T00:00:00,0,0.0
2019-11-17T00:00:00,0,0.0
2019-11-18T00:00:00,0,0.0
2019-11-19T00:00:00,0,0.0
2019-11-20T00:00:00,0,0.0
2019-11-21T00:00:00,0,0.0
2019-11-22T00:00:00,0,0.0
2019-11-23T00:00:00,0,0.0
2019-11-24T00:00:00,0,0.0
2019-11-25T00:00:00,0,0.0
2019-11-26T00:00:00,0,0.0
2019-11-27T00:00:00,0,0.0
2019-11-28T00:00:00,0,0.0
2019-11-29T00:00:00,0,0.0
2019-11-30T00:00:00,0,0.0
2019-12-01T00:00:00,0,0.0
2019-12-02T00:00:00,0,0.0
2019-12-03T00:00:00,0,0.0
2019-12-04T00:00:00,0,0.0
2019-12-05T00:00:00,0,0.0
2019-12-06T00:00:00,0,0.0
2019-12-07T00:00:00,0,0.0
2019-12-08T00:00:00,0,0.0
2019-12-09T00:00:00,523,47.13
2019-12-10T00:00:00,1481,113.26
2019-12-11T00:00:00,579,49.61
2019-12-12T00:00:00,0,0.0
2019-12-13T00:00:00,0,0.0
2019-12-14T00:00:00,0,0.0
2019-12-15T00:00:00,0,0.0
2019-12-16T00:00:00,0,0.0
2019-12-17T00:00:00,0,0.0
2019-12-18T00:00:00,0,0.0
2019-12-19T00:00:00,0,0.0
2019-12-20T00:00:00,6134,279.77
2019-12-21T00:00:00,2939,322.78
2019-12-22T00:00:00,3448,318.28
2019-12-23T00:00:00,15,0.17
2019-12-24T00:00:00,0,0.0
2019-12-25T00:00:00,0,0.0
2019-12-26T00:00:00,0,0.0
2019-12-27T00:00:00,0,0.0
2019-12-28T00:00:00,0,0.0
2019-12-29T00:00:00,0,0.0
2019-12-30T00:00:00,0,0.0
2019-12-31T00:00:00,0,0.0
2020-01-01T00:00:00,0,0.0
2020-01-02T00:00:00,0,0.0
2020-01-03T00:00:00,0,0.0
2020-01-04T00:00:00,0,0.0
2020-01-05T00:00:00,0,0.0
2020-01-06T00:00:00,0,0.0
2020-01-07T00:00:00,0,0.0
2020-01-08T00:00:00,0,0.0
2020-01-09T00:00:00,0,0.0
2020-01-10T00:00:00,0,0.0
2020-01-11T00:00:00,0,0.0
2020-01-12T00:00:00,0,0.0
2020-01-13T00:00:00,0,0.0
2020-01-14T00:00:00,0,0.0
2020-01-15T00:00:00,0,0.0
2020-01-16T00:00:00,0,0.0
2020-01-17T00:00:00,0,0.0
2020-01-18T00:00:00,0,0.0
2020-01-19T00:00:00,0,0.0
2020-01-20T00:00:00,0,0.0
2020-01-21T00:00:00,0,0.0
2020-01-22T00:00:00,0,0.0
2020-01-23T00:00:00,0,0.0
2020-01-24T00:00:00,0,0.0
2020-01-25T00:00:00,5228,34.54
2020-01-26T00:00:00,14724,114.21
2020-01-27T00:00:00,12396,98.95
2020-01-28T00:00:00,2056,102.43
2020-01-29T00:00:00,2175,106.15
2020-01-30T00:00:00,173,9.36
2020-01-31T00:00:00,0,0.0
2020-02-01T00:00:00,0,0.0
2020-02-02T00:00:00,0,0.0
2020-02-03T00:00:00,0,0.0
2020-02-04T00:00:00,0,0.0
2020-02-05T00:00:00,0,0.0
2020-02-06T00:00:00,0,0.0
2020-02-07T00:00:00,0,0.0
2020-02-08T00:00:00,1579,177.07
2020-02-09T00:00:00,2543,146.14
2020-02-10T00:00:00,2257,149.25
2020-02-11T00:00:00,1566,150.51
2020-02-12T00:00:00,551,77.19
2020-02-13T00:00:00,0,0.0
2020-02-14T00:00:00,0,0.0
2020-02-15T00:00:00,0,0.0
2020-02-16T00:00:00,0,0.0
2020-02-17T00:00:00,0,0.0
2020-02-18T00:00:00,0,0.0
2020-02-19T00:00:00,0,0.0
2020-02-20T00:00:00,0,0.0
2020-02-21T00:00:00,0,0.0
2020-02-22T00:00:00,0,0.0
2020-02-23T00:00:00,0,0.0
2020-02-24T00:00:00,0,0.0
2020-02-25T00:00:00,0,0.0
2020-02-26T00:00:00,0,0.0
2020-02-27T00:00:00,0,0.0
2020-02-28T00:00:00,0,0.0
2020-02-29T00:00:00,0,0.0
2020-03-01T00:00:00,0,0.0
2020-03-02T00:00:00,0,0.0
2020-03-03T00:00:00,0,0.0
2020-03-04T00:00:00,0,0.0
2020-03-05T00:00:00,0,0.0
2020-03-06T00:00:00,0,0.0
2020-03-07T00:00:00,0,0.0
2020-03-08T00:00:00,0,0.0
2020-03-09T00:00:00,0,0.0
2020-03-10T00:00:00,0,0.0
2020-03-11T00:00:00,0,0.0
2020-03-12T00:00:00,0,0.0
2020-03-13T00:00:00,0,0.0
2020-03-14T00:00:00,0,0.0
2020-03-15T00:00:00,0,0.0
2020-03-16T00:00:00,0,0.0
2020-03-17T00:00:00,0,0.0
2020-03-18T00:00:00,0,0.0
2020-03-19T00:00:00,0,0.0
2020-03-20T00:00:00,0,0.0
2020-03-21T00:00:00,616,13.35
2020-03-22T00:00:00,21,0.65
2020-03-23T00:00:00,0,0.0
2020-03-24T00:00:00,0,0.0
2020-03-25T00:00:00,0,0.0
2020-03-26T00:00:00,0,0.0
2020-03-27T00:00:00,0,0.0
2020-03-28T00:00:00,0,0.0
2020-03-29T00:00:00,0,0.0
2020-03-30T00:00:00,0,0.0
2020-03-31T00:00:00,0,0.0
2020-04-01T00:00:00,0,0.0
2020-04-02T00:00:00,0,0.0
2020-04-03T00:00:00,0,0.0
2020-04-04T00:00:00,0,0.0
2020-04-05T00:00:00,0,0.0
2020-04-06T00:00:00,0,0.0
2020-04-07T00:00:00,0,0.0
2020-04-08T00:00:00,0,0.0
2020-04-09T00:00:00,0,0.0
2020-04-10T00:00:00,0,0.0
2020-04-11T00:00:00,0,0.0
2020-04-12T00:00:00,0,0.0
2020-04-13T00:00:00,0,0.0
2020-04-14T00:00:00,0,0.0
2020-04-15T00:00:00,0,0.0
